Dataset-Experiment,MeanAcc,StdAcc,MeanGM,StdGM,MeanMS,StdMS,MeanMAE,StdMAE,MeanAMAE,StdAMAE,MeanMMAE,StdMMAE,MeanRSpearman,StdRSpearman,MeanTkendall,StdTkendall,MeanWkappa,StdWkappa,MeanTrainTime,StdTrainTime,MeanTestTime,StdTestTime,MeanCrossvalTime,StdCrossvalTime,MeanAlpha,StdAlpha,MeanCrosProbBin,StdCrosProbBin,MeanCrosProbInt,StdCrosProbInt,MeanCrosProbReal,StdCrosProbReal,MeanExportRules,StdExportRules,MeanIniProbBin,StdIniProbBin,MeanIniProbInt,StdIniProbInt,MeanIniProbReal,StdIniProbReal,MeanLabelsInputs,StdLabelsInputs,MeanLabelsOutputs,StdLabelsOutputs,MeanMaxIteration,StdMaxIteration,MeanMutProbBin,StdMutProbBin,MeanMutProbEachBin,StdMutProbEachBin,MeanMutProbEachInt,StdMutProbEachInt,MeanMutProbEachReal,StdMutProbEachReal,MeanMutProbInt,StdMutProbInt,MeanMutProbReal,StdMutProbReal,MeanPopulation,StdPopulation,MeanSeeRules,StdSeeRules,MeanSeed,StdSeed,MeanShift,StdShift,
toy-nslvord-prueba,89.473684,0.000000,80.274156,0.000000,33.333333,0.000000,0.210526,0.000000,0.266667,0.000000,1.333333,0.000000,0.788859,0.000000,0.778499,0.000000,0.739726,0.000000,0.689804,0.000000,0.028198,0.000000,0.009155,0.000000,0.500000,0.000000,0.250000,0.000000,0.000000,0.000000,0.250000,0.000000,1.000000,0.000000,0.900000,0.000000,0.500000,0.000000,0.000000,0.000000,5.000000,0.000000,5.000000,0.000000,500.000000,0.000000,0.500000,0.000000,0.170000,0.000000,0.010000,0.000000,0.140000,0.000000,0.500000,0.000000,0.500000,0.000000,-1.000000,0.000000,1.000000,0.000000,1286082570.000000,0.000000,35.000000,0.000000,
