Dataset,Acc,GM,MS,MAE,AMAE,MMAE,RSpearman,Tkendall,Wkappa,TrainTime,TestTime,CrossvalTime,Alpha,CrosProbBin,CrosProbInt,CrosProbReal,ExportRules,IniProbBin,IniProbInt,IniProbReal,LabelsInputs,LabelsOutputs,MaxIteration,MutProbBin,MutProbEachBin,MutProbEachInt,MutProbEachReal,MutProbInt,MutProbReal,Population,SeeRules,Seed,Shift,
train_toy-0.arff,89.473684,80.274156,33.333333,0.210526,0.266667,1.333333,0.788859,0.778499,0.739726,0.689804,0.028198,0.009155,0.500000,0.250000,0.000000,0.250000,1.000000,0.900000,0.500000,0.000000,5.000000,5.000000,500.000000,0.500000,0.170000,0.010000,0.140000,0.500000,0.500000,-1.000000,1.000000,1286082570.000000,35.000000,
